policy_id,title,organization,stage2_category,stage2_category_ko,stage2_reason,old_amount_manwon,candidate_count,selected_amount_manwon,selected_amount_type,selected_context,direct_candidate_summary,manual_review_decision,manual_selected_amount_manwon,manual_evidence,manual_note,url
SMARTFACTORY:2025-N-0210:1,2026년도 지역특화 프로젝트「레전드50+」연계 스마트공장 구축 지원사업 공고,스마트공장 사업관리시스템,support_vs_self_funding_split_needed,표에서 지원금/자부담 분리 필요,표에서 지원금/자부담/소요금액 분리가 필요,,15,,,,30000.0만원/support_amount: 구축목표 수준은 KS X 9001-1(스마트공장 기본개념과 구조) 표준 기준 현재수준목표수준최대 지원한도미적용è중간1 3억원중간2 5억원기초è중간1 2억원중간2 4억원중간1è중간2 2억원 * (예시) ① 현재 구축수준 ‘미적용‘ → 목표수준 ’중간2‘ : 최대 5억원 || 50000.0만원/support_amount: 구축목표 수준은 KS X 9001-1(스마트공장 기본개념과 구조) 표준 기준 현재수준목표수준최대 지원한도미적용è중간1 3억원중간2 5억원기초è중간1 2억원중간2 4억원중간1è중간2 2억원 * (예시) ① 현재 구축수준 ‘미적용‘ → 목표수준 ’중간2‘ : 최대 5억원 지원가능 ② || 20000.0만원/support_amount: 구축목표 수준은 KS X 9001-1(스마트공장 기본개념과 구조) 표준 기준 현재수준목표수준최대 지원한도미적용è중간1 3억원중간2 5억원기초è중간1 2억원중간2 4억원중간1è중간2 2억원 * (예시) ① 현재 구축수준 ‘미적용‘ → 목표수준 ’중간2‘ : 최대 5억원 지원가능 ② 현재 구축수준 ‘ || 40000.0만원/support_amount: 구축목표 수준은 KS X 9001-1(스마트공장 기본개념과 구조) 표준 기준 현재수준목표수준최대 지원한도미적용è중간1 3억원중간2 5억원기초è중간1 2억원중간2 4억원중간1è중간2 2억원 * (예시) ① 현재 구축수준 ‘미적용‘ → 목표수준 ’중간2‘ : 최대 5억원 지원가능 ② 현재 구축수준 ‘중간1‘ → || 20000.0만원/support_amount: 구축목표 수준은 KS X 9001-1(스마트공장 기본개념과 구조) 표준 기준 현재수준목표수준최대 지원한도미적용è중간1 3억원중간2 5억원기초è중간1 2억원중간2 4억원중간1è중간2 2억원 * (예시) ① 현재 구축수준 ‘미적용‘ → 목표수준 ’중간2‘ : 최대 5억원 지원가능 ② 현재 구축수준 ‘중간1‘ → 목표수준 ’중간2‘ || 50000.0만원/support_amount: 구축목표 수준은 KS X 9001-1(스마트공장 기본개념과 구조) 표준 기준 현재수준목표수준최대 지원한도미적용è중간1 3억원중간2 5억원기초è중간1 2억원중간2 4억원중간1è중간2 2억원 * (예시) ① 현재 구축수준 ‘미적용‘ → 목표수준 ’중간2‘ : 최대 5억원 지원가능 ② 현재 구축수준 ‘중간1‘ → 목표수준 ’중간2‘ : 최대 2억원 지원가능 ** ’26년 레 전 드50+스 마  || 20000.0만원/support_amount: 구축목표 수준은 KS X 9001-1(스마트공장 기본개념과 구조) 표준 기준 현재수준목표수준최대 지원한도미적용è중간1 3억원중간2 5억원기초è중간1 2억원중간2 4억원중간1è중간2 2억원 * (예시) ① 현재 구축수준 ‘미적용‘ → 목표수준 ’중간2‘ : 최대 5억원 지원가능 ② 현재 구축수준 ‘중간1‘ → 목표수준 ’중간2‘ : 최대 2억원 지원가능 ** ’26년 레 전 드50+스 마  || 1000000.0만원/subsidy: 서비스사용료는 기업부담금으로 계상 가능) □ 지원 과제 및 조건 ◦ (지원 예산) 100억원 * 사업 운영상황에 따라 변동 가능 ◦ (지원 조건) 과제별 수준향상 정도에 따라 정부지원금 차등지급 지원유형 지원기간 지원한도 지원비율 구축,,,,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2025-N-0210&pbancSn=1
SMARTFACTORY:2026-N-0090:1,2026년 경북형 스마트공장(기초단계) 구축지원 사업 2차모집_(신규구축),스마트공장 사업관리시스템,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,1,,,,6000.0만원/support_amount: 저장 인프라 구축 등 포함 □ 지원조건 지원유형 지원조건 지원금(최대) 사업기간 신규구축 - 스마트공장 신규 구축 0.6억원 6개월 동일수준 - 수준향상 없이 재신청하는 경우 (기초→기초) 0,,,,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0090&pbancSn=1
SMARTFACTORY:2026-N-0090:3,2026년 경북형 스마트공장(기초단계) 구축지원 사업 2차모집_(동일수준),스마트공장 사업관리시스템,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,1,,,,6000.0만원/support_amount: 저장 인프라 구축 등 포함 □ 지원조건 지원유형 지원조건 지원금(최대) 사업기간 신규구축 - 스마트공장 신규 구축 0.6억원 6개월 동일수준 - 수준향상 없이 재신청하는 경우 (기초→기초) 0,,,,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0090&pbancSn=3
SMARTFACTORY:2026-N-0105:1,2026년도 강원 지역특화형(바이오헬스·식품) 스마트공장 구축사업(동일수준) 공고,스마트공장 사업관리시스템,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,3,,,,"20000.0만원/support_amount: 원 내에서 2회( 1회차 고도화→ 2회차 동일수준) 까지 지원 하되, 회당 최대 2억원 한도, 지원비율 50% 이내에서 지원 가능 * 단, 공고일 전에 스마트공장 구축 || 5000.0만원/support_amount: 통해 “고도화” 지원받은 기업이 ‘26년도 “동일수준” 신청시, 기존처럼 최대 0.5억원, 6개월 이내 지원 가능(동일수준 지원은 목표수준별 1회만 지원 가능) - 기초 || 8000.0만원/support_amount: 6개월 이내 지원 가능(동일수준 지원은 목표수준별 1회만 지원 가능) - 기초: 신규 구축 및 동일 수준 0.8 억원 이내(지원 비율 80% 이내) 지원유형 지원기간 정부 지원한도 지원 비율 구축목표수준",,,,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0105&pbancSn=1
SMARTFACTORY:2026-N-0121:1,2026년「푸드테크 스마트 제조 기반 구축」사업 공고(기초)_4차 재공고,스마트공장 사업관리시스템,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,1,,,,6000.0만원/support_amount: 기업 브랜드 강화로 기업 정책자금 단계별 맞춤 지원프로그램 연계지원 □ 지원조건 ◦ 스마트공장 구축 지원유형 지원기간 지원한도 지원비율 구축목표수준 1) 기초 2) 최대 6개월 최대 0.6억원 지자체 70% 이내 기초수준 스마트공장 구축 기초 (동일수준) 최대 6개월 최대 0,,,,,https://www.smart-factory.kr/usr/bg/ba/ma/bsnsPbancDtl?pbancId=2026-N-0121&pbancSn=1
TECHNOPARK:1343,2026년 충남 디스플레이 특화단지 R&D 컨설팅 지원 수혜기업 모집,충남테크노파크,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,명확한 한도 후보가 여러 개라 대표 선택 필요,,2,,,,"100.0만원/support_amount: 발표자료 보완지원 *공모사업 신청서류 검토 및 보완지원 포함 기업당 1,000천원 이내 Special R&D 기획 || 300.0만원/support_amount: R&D 연계 지원 기업당 3,000천원 이내",,,,,https://www.ctp.or.kr/business/datadetail.do?seq=2709286
TECHNOPARK:1348,(2026-127호) 2026년 강원지역연구장비 서비스 활성화 지원사업 참여기관 모집 공고,강원테크노파크,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,2,,,,"1000.0만원/support_amount: (금)  지원내용:‘세부 추진내용’내 지원내용 참조  지원금액: 기관별 최대 10,000천원 이내 지원(천원 단위 절사) || 1000.0만원/support_amount: kr) 접속 후 상단 ’강원연구장비종합정보망을’ 클릭 후 접수 장비 검색  지원금액: 기관별 최대 10,000천원 이내(천원 단위 절사) - 발생비용의 최대 80% 이내 지원금 지급",,,,,https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTMxNTMmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
TECHNOPARK:1500,"(2026-130호) 2026년도 지역주력산업육성(지역특화 프로젝트 레전드 50+) 지원모집 2차 공고 (강원 2.0, 퀀텀점프)",강원테크노파크,auto_adopt_clear_limit,자동 채택 가능: 기업/과제/건당 한도 명확,다중 후보 중 기업/과제/건당 한도 후보가 1개로 명확,,1,2000.0,support_amount,"기업은 2개 프로그램 내에서 신청 가능(지원한도: 총20,000천원 이내) ◦ (신청자격) 강원지역 지역특화 프로젝트에 선정된 참여기업 * 지역특화 프로젝트 󰡔레전드 50+󰡕 2","2000.0만원/support_amount: 기업은 2개 프로그램 내에서 신청 가능(지원한도: 총20,000천원 이내) ◦ (신청자격) 강원지역 지역특화 프로젝트에 선정된 참여기업 * 지역특화 프로젝트 󰡔레전드 50+󰡕 2",,,,,https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTMxNjgmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
TECHNOPARK:1724,「2026년 예비수소전문기업지원사업」수소산업분야 기술사업화(비R&D) 수혜기업 모집공고,충남테크노파크,auto_adopt_clear_limit,자동 채택 가능: 기업/과제/건당 한도 명확,다중 후보 중 기업/과제/건당 한도 후보가 1개로 명확,,1,3500.0,support_amount,"kr 2 지원내용 m 지원분야 - 지원 프로그램 및 내용 구 분분 야내 용 지원금액비 고기 술사업화시제품제작개발이 완료된 기술의 시제품제작35,000천원/건최대67","3500.0만원/support_amount: kr 2 지원내용 m 지원분야 - 지원 프로그램 및 내용 구 분분 야내 용 지원금액비 고기 술사업화시제품제작개발이 완료된 기술의 시제품제작35,000천원/건최대67",,,,,https://www.ctp.or.kr/business/datadetail.do?seq=2709304
TECHNOPARK:1725,「2026년 지역 거점 정보보호 클러스터 구축 사업」정보보호 비즈니스 모델 발굴 및 유망기업 지원 모집공고 재공고(2차),충남테크노파크,support_vs_self_funding_split_needed,표에서 지원금/자부담 분리 필요,표에서 지원금/자부담/소요금액 분리가 필요,,5,,,,"5200.0만원/support_amount: 유망기업 지원 52,000천원) - 비즈니스 모델 발굴 지원 : 5개사(1개사/5 || 500.0만원/support_amount: 000천원) - 비즈니스 모델 발굴 지원 : 5개사(1개사/5,000천원 || 1500.0만원/support_amount: - 유망기업지원 : 4개사(1개사/15,000천원 || 1300.0만원/support_amount: 설팅사 직접 지원)※ - 유망기업지원 : 4개사(1개사/15,000천원, 2개사/13,000천원, 1개사/11,000천원)※ ※지원 사업 별 지원금 대비 부가가치세 10%에 대 || 1100.0만원/support_amount: 유망기업지원 : 4개사(1개사/15,000천원, 2개사/13,000천원, 1개사/11,000천원)※ ※지원 사업 별 지원금 대비 부가가치세 10%에 대해서는 수혜기업 자부담 2",,,,,https://www.ctp.or.kr/business/datadetail.do?seq=2709305
TECHNOPARK:1747,"충남지자체 지식재산창출지원사업 수혜기업모집 공고(상시, 마감시까지)",충남테크노파크,large_delta_needs_check,기존값과 큰 차이,기존값과 새 후보 차이가 커 확인 필요,,1,,,,"400.0만원/support_amount: PCT 국제출원 汤捯 4,000천원 지원금의 10% 이상 디자인 제품혁신 제품 디자인개발 및 개선을 위한 목업",,,,,https://www.ctp.or.kr/business/datadetail.do?seq=2709310
TECHNOPARK:1769,[2026-056호] 2026년 정보보호 기업육성(사업화 / 창업·벤처 육성)) 지원사업 모집공고,세종테크노파크,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,1,,,,1000.0만원/support_amount: 벤처육성 신청기업은 「정보보호 신규 비즈니스 모델 전략 수립」 지원 필수(기업부담 비용 없음) *추후 접수공고 예정(7월 中) 기업당 최대 10백만원 기타사항 - 세종 스마트시티 테스트베드 3회 이상 이용 필수 - ▪ 세부 지원항목의 서비스를 진행하는 공급기업(관)이 필수로 존재하여야 함 ▪,,,,,https://www.sjtp.or.kr/bbs/board.php?bo_table=business01&wr_id=1981
TECHNOPARK:1857,미래차 산업전환 공정기술 고도화 수혜기업 모집 공고(3차),경남테크노파크,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,명확한 한도 후보가 여러 개라 대표 선택 필요,,2,,,,5000.0만원/support_amount: 공정고도화 패키지 지원 1건(최대 50백만원/건) 다 || 500.0만원/support_amount: 지원한도: 전체 협약금액 내에서 최대 500만원 한도,,,,,http://www.gntp.or.kr/biz/applyInfo/3791
TECHNOPARK:1873,「충남 지역혁신클러스터육성(비R&D)사업」사업화 지원 수혜기업 모집 공고(2차),충남테크노파크,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,명확한 한도 후보가 여러 개라 대표 선택 필요,,2,,,,"2000.0만원/support_amount: 홈페이지 등 홍보매체 제작최대 2,000만원/건국내외전시회⚬ 전시회 참가지원(부스임차비 || 2000.0만원/support_amount: 확보 및 활성화 지원최대 2,000만원/건디자인⚬ 제품 및 기업 이미지 제고를 위한 디자인 개발(제품",,,,,https://www.ctp.or.kr/business/datadetail.do?seq=2709316
TECHNOPARK:434,「해양수산자원 산업화 육성 지원(바이오)」수혜기업 모집(2차) 공고,충남테크노파크,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,3,,,,"7000.0만원/support_amount: 추후 선정 규모 및 지원금 변동 가능 지원 대상선정 규모지원금지원기간예비 창업자 또는 창업기업총 3개 기업7,000만원 내외협약체결일로부터2026 || 7000.0만원/support_amount: 해양바이오 전략소재 개발사업명해양바이오전략소재개발지원금70백만원내외기간2026 || 7000.0만원/support_amount: 해양바이오 상품화 공정개발사업명해양바이오상품화공정개발지원금70백만원이내기간2026",,,,,https://www.ctp.or.kr/business/datadetail.do?seq=2709157
TECHNOPARK:793,[강원테크노파크 공고 제 2026-101호] 2026년도 강원 지역특화형(바이오헬스·식품) 스마트공장 구축사업 공고,강원테크노파크,unit_conversion_needed,월/명/연간 환산 필요,월/명/연간/건별 단위가 섞여 환산 기준 필요,,7,,,,"20000.0만원/support_amount: 총 2.5억원 내에서 2회(1회차고도화→2회차동일수준)까지 지원하되,회당 최대 2억원 한도,지원비율 50%이내에서 지원가능*단,공고일 전에 스마트공장 구축사업을 통해 || 5000.0만원/support_amount: 사업을 통해 “고도화”지원받은 기업이 ‘26년도 “동일수준”신청시,기존처럼 최대 0.5억원,6개월 이내 지원 가능(동일수준 지원은 목표수준별 1회만 지원 가능) - 2 - || 8000.0만원/support_amount: 6개월 이내 지원 가능(동일수준 지원은 목표수준별 1회만 지원 가능) - 2 - -기초:신규 구축 및 동일 수준 0.8억원 이내(지원 비율 80%이내)지원유형지원기간정부 지원한도지원 비율구축목표수준 || 5000.0만원/support_amount: 설비 등 일치 여부적/부∘ 기 보유설비 이상유무(정상가동 등) 적/부가점여부∘ 신청가점 사실여부 확인 및 반영- - 17 - 참고 1 `26년도 사업 신청 예시별 지원 조건신청 예시사업기간지원한도목표수준∘ ‘25년 이전 고도화 목표(중간1) 달성한 기업이 중간1 동일수준 목표로 지원할 경우최대 6개월최대 0.5억원중간1(동일수준)∘ 최초신청 기업 최대 9개월최대 2억원중간1 또는중간2(고도화 || 20000.0만원/support_amount: 5억원중간1(동일수준)∘ 최초신청 기업 최대 9개월최대 2억원중간1 또는중간2(고도화)∘ 기초수준 구축기업최대 9개월최대 2억원중간1 또는중간2(고도화)∘ ‘25년 이전 중간1을 지원받아 목표달성한 기업이 || 20000.0만원/support_amount: 5억원중간1(동일수준)∘ 최초신청 기업 최대 9개월최대 2억원중간1 또는중간2(고도화)∘ 기초수준 구축기업최대 9개월최대 2억원중간1 또는중간2(고도화)∘ ‘25년 이전 중간1을 지원받아 목표달성한 기업이 중간2를 목표로 하는 경우 최대 9개월최대 2억원중간2(고 || 20000.0만원/support_amount: 5억원중간1(동일수준)∘ 최초신청 기업 최대 9개월최대 2억원중간1 또는중간2(고도화)∘ 기초수준 구축기업최대 9개월최대 2억원중간1 또는중간2(고도화)∘ ‘25년 이전 중간1을 지원받아 목표달성한 기업이 중간2를 목표로 하는 경우 최대 9개월최대 2억원중간2(고",,,,,https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTMwNjYmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
TECHNOPARK:872,2026년 충남 정보보호 우수사례 지원사업 수혜기업 모집,충남테크노파크,large_delta_needs_check,기존값과 큰 차이,기존값과 새 후보 차이가 커 확인 필요,,1,,,,0.0만원/support_amount: / 성 명 E-mail 전 화 팩 스 Mobile 사 업 비 총 000천원 (지원금 30,,,,,https://www.ctp.or.kr/business/datadetail.do?seq=2709231
TECHNOPARK:957,(2026-119호) 2026년 강원지역연구장비 활용 수수료 지원사업 참여기업(1차) 모집 공고,강원테크노파크,auto_adopt_clear_limit,자동 채택 가능: 기업/과제/건당 한도 명확,기업당/과제당/업체당/건당 한도 문맥이 명확,,1,300.0,support_amount,"‘강원연구장비종합정보망(G-EQNET)’에 등록된 공용장비 사용 후 관련 비용을 해당 관리기관에 지급한 기업 또는 등록된 공용장비를 사용 예정인 기업  지원금액: 기업별 최대 3,000천원 이내(천원 단위 절사) - 발생비용의 90% 지원금 지급","300.0만원/support_amount: ‘강원연구장비종합정보망(G-EQNET)’에 등록된 공용장비 사용 후 관련 비용을 해당 관리기관에 지급한 기업 또는 등록된 공용장비를 사용 예정인 기업  지원금액: 기업별 최대 3,000천원 이내(천원 단위 절사) - 발생비용의 90% 지원금 지급",,,,,https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTMxMTQmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
TECHNOPARK:986,(2026-124호) 2026 강원 미래모빌리티 기업지원 프로그램 통합 공고,강원테크노파크,multi_program_representative_needed,다중 프로그램 중 대표 선택 필요,여러 지원 프로그램 후보 중 대표 선택 기준 필요,,4,,,,500.0만원/support_amount: / 마케팅 중 택 1 예 ) 기술지도 + 마케팅 ( 500 만원 지원 ) 예 ) 기술지도 + 샘플제작 ( 1000 만원 지원 ) 단위사업명 지원분야 ( 세부내용 ) 지원금액 바이오트윈 기반 미래치 부품 고도 || 1000.0만원/support_amount: / 마케팅 중 택 1 예 ) 기술지도 + 마케팅 ( 500 만원 지원 ) 예 ) 기술지도 + 샘플제작 ( 1000 만원 지원 ) 단위사업명 지원분야 ( 세부내용 ) 지원금액 바이오트윈 기반 미래치 부품 고도화 기반구축 사업 1 || 500.0만원/support_amount: 샘플제작/마케팅 중 택1 예) 기술지도+마케팅 (500만원 지원) 예) 기술지도+샘플제작 (1000만원 지원) 氠瑢 단위사업명 지원분야(세부내용) 지원금액 바이오트윈 기반 미래치 부품 고도화 기반구축 || 1000.0만원/support_amount: 샘플제작/마케팅 중 택1 예) 기술지도+마케팅 (500만원 지원) 예) 기술지도+샘플제작 (1000만원 지원) 氠瑢 단위사업명 지원분야(세부내용) 지원금액 바이오트윈 기반 미래치 부품 고도화 기반구축 사업 1,,,,,https://www.gwtp.or.kr/gwtp/bbsNew_view.php?bbs_data=aWR4PTMxMjYmc3RhcnRQYWdlPSZsaXN0Tm89JnRhYmxlPWNzX2Jic19kYXRhX25ldyZjb2RlPXN1YjAxYiZzZWFyY2hfaXRlbT0mc2VhcmNoX29yZGVyPSZ1cmw9c3ViMDFiJmtleXZhbHVlPXN1YjAxJmJic19tYWxuYW1lPQ==||
